rise,expected,expected_label,measured,is_upper_limit,ratio,fwhm,peak_snr
0.005,0.015664395375493027,fwhm,0.015119745163695417,False,0.9652300520548839,0.015664395375493027,30.0
0.008972126509288622,0.028108587400087818,fwhm,0.030128648916660162,False,1.0718663477399093,0.028108587400087818,30.0
0.01609981081973593,0.05043876043019682,fwhm,0.219403534361288,False,4.349899412475151,0.05043876043019682,30.0
0.028889907890056892,0.09050858791028535,fwhm,0.0854432267936609,False,0.9440344697273879,0.09050858791028535,30.0
0.0518407816862572,0.16241090018163018,fwhm,0.1508233798962885,False,0.9286530628647282,0.16241090018163018,30.0
0.09302441032590249,0.29143422858340656,fwhm,0.28647268914909996,False,0.9829754402616896,0.29143422858340656,30.0
0.16692535557919433,0.5229569535974522,fwhm,0.501524005787155,False,0.9590158469777317,0.5229569535974522,30.0
0.2995350815729038,0.9384071893177043,fwhm,0.8722466933064613,False,0.9294970277675016,0.9384071893177043,30.0
0.5374933291684361,1.6839016039568804,fwhm,1.550398576332198,False,0.9207180352397235,1.6839016039568804,30.0
0.9644916294395843,3.021635643979032,fwhm,2.866432137272287,False,0.94863592934641,3.021635643979032,30.0
1.7307081832963747,5.422099452551135,fwhm,5.319930859480225,False,0.9811570049636699,5.422099452551135,30.0
3.1056265542392314,9.729552446846672,fwhm,9.148511028438563,False,0.9402807660904872,9.729552446846672,30.0
5.572814867048093,17.458955086373386,fwhm,15.810672955011002,False,0.9055910205846821,17.458955086373386,30.0
10.0,31.328790750986055,fwhm,30.2502087924251,False,0.9655721803265895,31.328790750986055,30.0
