0.000000000000000000e+00 0.000000000000000000e+00
1.923847695390719981e+00 1.911406272570000120e-02
3.847695390781439961e+00 7.173765223971000082e-02
5.771543086172159498e+00 1.584999271430000134e-01
7.695390781562879923e+00 2.773743881288999735e-01
9.619238476953599459e+00 4.065328134080000155e-01
1.154308617234240053e+01 5.175558918881999482e-01
1.346693386773119983e+01 5.839680064719999786e-01
1.539078156312959855e+01 6.331891153854000143e-01
1.731462925851840140e+01 6.799347042623999915e-01
1.923847695390719892e+01 7.222918574985000006e-01
2.116232464929599999e+01 7.552360654306999876e-01
2.308617234468480106e+01 7.770297120594999996e-01
2.501002004008319801e+01 7.944567800580000227e-01
2.693386773547199908e+01 8.103410193386000326e-01
2.885771543086080015e+01 8.241058413402999605e-01
3.078156312624959767e+01 8.354239176826999680e-01
3.270541082164800173e+01 8.445536155046999838e-01
3.462925851703680280e+01 8.526881443386999937e-01
3.655310621242559677e+01 8.603371884286999949e-01
3.847695390781439784e+01 8.675281733044000188e-01
4.040080160320319891e+01 8.741430267563999879e-01
4.232464929860159941e+01 8.798809635613999980e-01
4.424849699399040048e+01 8.852079426594999800e-01
4.617234468937919445e+01 8.902320169719000198e-01
4.809619238476799552e+01 8.948084505264000121e-01
5.002004008015679659e+01 8.989434253788000095e-01
5.194388777555519709e+01 9.025356238974999723e-01
5.386773547094399817e+01 9.058595379213999488e-01
5.579158316633279924e+01 9.090778360535000102e-01
5.771543086172160031e+01 9.121317802039999867e-01
5.963927855711040138e+01 9.150245376554000387e-01
6.156312625250879478e+01 9.177224191210999749e-01
6.348697394789759585e+01 9.203360904038000445e-01
6.541082164328639692e+01 9.227848661429000066e-01
6.733466933867519799e+01 9.250167104684999808e-01
6.925851703406399906e+01 9.271756967955000484e-01
7.118236472946240667e+01 9.292469593997000343e-01
7.310621242485119353e+01 9.313416169418999857e-01
7.503006012023999460e+01 9.334811568320999786e-01
7.695390781562879567e+01 9.355148800790999974e-01
7.887775551101761096e+01 9.373373695972000430e-01
8.080160320641600435e+01 9.389921826192000331e-01
8.272545090180479121e+01 9.404709583910999537e-01
8.464929859719360650e+01 9.418827691534999991e-01
8.657314629258239336e+01 9.432847718839999507e-01
8.849699398797120864e+01 9.446315150496999991e-01
9.042084168336960204e+01 9.459028861546000533e-01
9.234468937875838890e+01 9.471846465370999946e-01
9.426853707414720418e+01 9.484815321420000389e-01
9.619238476953599104e+01 9.497692232519999722e-01
9.811623246489600092e+01 9.509975113801999447e-01
1.000400801603519909e+02 9.521873450978000086e-01
1.019639278557120008e+02 9.533037644706999769e-01
1.038877755510719965e+02 9.543345419447000211e-01
1.058116232465279865e+02 9.553013726843000430e-01
1.077354709418879963e+02 9.562676003912999878e-01
1.096593186372479920e+02 9.572192428818000476e-01
1.115831663327040104e+02 9.581176426592999951e-01
1.135070140280639919e+02 9.589707317412999865e-01
1.154308617234240018e+02 9.597485553632000288e-01
1.173547094188799917e+02 9.604120825374999892e-01
1.192785571142399874e+02 9.610281070903999856e-01
1.212024048095999973e+02 9.616589024382999895e-01
1.231262525050559873e+02 9.622780670398000114e-01
1.250501002004159972e+02 9.628999635731000373e-01
1.269739478957759928e+02 9.635031758250000022e-01
1.288977955911360027e+02 9.641140983338000181e-01
1.308216432865920069e+02 9.647459538517000333e-01
1.327454909819520026e+02 9.653798911934999838e-01
1.346693386773119983e+02 9.659549009765999728e-01
1.365931863727680025e+02 9.664484601313000356e-01
1.385170340681279981e+02 9.668923045077999490e-01
1.404408817634879938e+02 9.673073075902000051e-01
1.423647294589439980e+02 9.677157815811999741e-01
1.442885771543039937e+02 9.681094073556000268e-01
1.462124248496639893e+02 9.684591716577000131e-01
1.481362725451199935e+02 9.687895805614999967e-01
1.500601202404799892e+02 9.691225708335999833e-01
1.519839679358399849e+02 9.694588151467999904e-01
1.539078156312959891e+02 9.698029825292000528e-01
1.558316633266560132e+02 9.701453240847000004e-01
1.577555110220160088e+02 9.704506764042000189e-01
1.596793587174719846e+02 9.707191635955999542e-01
1.616032064128320087e+02 9.709788710228000053e-01
1.635270541081920044e+02 9.712391678656000504e-01
1.654509018036479802e+02 9.715065925526999990e-01
1.673747494990080042e+02 9.717772650561999903e-01
1.692985971943679999e+02 9.720575063238999780e-01
1.712224448898239757e+02 9.723327801598999898e-01
1.731462925851839998e+02 9.726102832709999646e-01
1.750701402805439955e+02 9.728505796652999749e-01
1.769939879759039911e+02 9.730568362360999535e-01
